Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
7491333879,"Jul 18, 2022, 11:05:55 PM",Evening Run,Run,,313,1.07,,,false,,HOKA Mach 5,activities/7986357291.fit.gz,,,313.0,313.0,1069.0,6.953,3.415,3.8,28.0,188.1,193.2,6.3,0.2,,,89.0,85.0,,,,,63.0,,,,,,,,,,,,,,,,0.0,,1.0,1076.5,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,3.415,0.0,,,,,,,,,,,,,,,,,""
7495216016,"Jul 19, 2022, 1:53:25 PM",Post prediction cooldown,Run,"",5239,7.68,,,false,,HOKA Mach 5,activities/7990607425.fit.gz,,,5239.0,2735.0,7683.7,5.746,2.809,28.1,192.0,188.3,202.4,14.1,0.0,,,95.0,85.0,,,,,498.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,7718.5,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,1.467,946.8,,,,,,,,,,,,,,,,,""
7495230069,"Jul 19, 2022, 2:15:00 PM",Prediction run,Run,Predicted 14 mins but it was probably faster,840,3.21,,,false,,Saucony Endorphin Speed,,,,840.0,840.0,3218.7,,3.832,,,,,,0.0,,,,,,,,,242.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,11084868.0,,,,,,,,,,0.0,3.832,0.0,,,,,,,,,,,,,,,,,""
7495246484,"Jul 19, 2022, 2:00:00 PM",Warmup,Run,"",480,1.61,,,false,,Saucony Endorphin Speed,,,,480.0,480.0,1609.3,,3.353,,,,,,0.0,,,,,,,,,121.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,11084868.0,,,,,,,,,,0.0,3.353,0.0,,,,,,,,,,,,,,,,,""
7496531987,"Jul 19, 2022, 9:02:08 PM",Recovery,Run,Ran with Owen and Antonio. Cold plunge afterwards.,1583,4.83,,,false,,HOKA Mach 5,activities/7992059044.fit.gz,,,1583.0,1550.0,4835.7,4.228,3.12,9.8,111.0,189.2,206.5,3.4,-0.3,,,92.0,85.0,,,,,309.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,4822.0,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,3.055,886.4,,,,,,,,,,,,,,,,,""
7501941668,"Jul 20, 2022, 9:37:00 PM",Shippensburg run,Run,Chill run with Centennial and Howard boys. Conner showed up out of nowhere. Hung out at the lake afterward and built a massive hole.,3150,11.26,,,false,,HOKA Mach 5,,,,3150.0,3150.0,11265.4,,3.576,,,,,,0.0,,,,,,,,,848.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,3.576,0.0,,,,,,,,,,,,,,,,,""
7505179174,"Jul 21, 2022, 1:11:11 PM",Shippensburg long run,Run,First half marathon in a couple months but it wasn't too bad. The last 3 miles were awful. More ice creek after.,6244,21.08,,,false,,HOKA Mach 5,activities/8001545084.fit.gz,,,6244.0,6123.0,21080.0,4.563,3.443,69.6,449.0,164.8,210.6,5.2,0.1,,,89.0,85.0,,,,,1313.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,21153.9,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,3.376,1485.1,,,,,,,,,,,,,,,,,""
7514742487,"Jul 23, 2022, 11:18:47 AM",Recovery,Run,Felt so drained after ship so took it slow with Blackburn and Quinn,2643,8.04,,,false,,HOKA Mach 5,activities/8012118962.fit.gz,,,2643.0,2609.0,8043.8,4.181,3.083,87.7,174.0,107.5,147.7,8.4,-0.1,,,91.0,84.0,,,,,517.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,8150.1,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,3.043,464.8,,,,,,,,,,,,,,,,,""
7525206819,"Jul 25, 2022, 10:15:10 AM",Morning Walk,Walk,,1462,2.31,,,false,,HOKA Mach 5,activities/8023869009.fit.gz,,,1462.0,1435.0,2310.8,2.765,1.61,40.7,60.0,115.2,146.9,6.9,1.1,,,65.0,59.0,,,,,135.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,1.581,0.0,,,,,,,,,,,,,,,,,""
7525576592,"Jul 25, 2022, 11:07:13 AM",Morning Run,Run,,3121,8.05,,,false,,HOKA Mach 5,activities/8024277251.fit.gz,,,3121.0,2577.0,8052.1,3.992,3.125,87.5,182.0,107.7,147.8,11.7,0.0,,,94.0,85.0,,,,,543.0,,,,,,,,,,,,,,,,0.0,,1.0,8198.6,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,2.58,286.9,,,,,,,,,,,,,,,,,""
7614320453,"Aug 10, 2022, 11:20:28 AM",First day of practice,Run,Took it easy,2850,9.65,,,false,,Saucony Endorphin Speed,,,,2850.0,2850.0,9656.1,,3.388,,,,,,0.0,,,,,,,,,727.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,11084868.0,,,,,,,,,,0.0,3.388,0.0,,,,,,,,,,,,,,,,,""
7620172503,"Aug 11, 2022, 12:03:29 PM",Total mileage for day,Run,"2 miles warm up, mile time trial, mile cool down, hills, 2 miles cooldown",3840,12.87,,,false,,HOKA Mach 5,,,,3840.0,3840.0,12874.8,,3.353,,,,,,0.0,,,,,,,,,969.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,3.353,0.0,,,,,,,,,,,,,,,,,""
7625499576,"Aug 12, 2022, 10:59:45 AM",Morning Run,Run,,3178,10.54,,,false,,HOKA Mach 5,activities/8135317380.fit.gz,,,3178.0,3073.0,10543.0,4.432,3.431,119.9,243.0,121.4,154.4,11.7,-0.1,,,89.0,84.0,,,,,667.0,,,,,,,,,,,,,,,,0.0,,1.0,10727.4,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,3.317,1526.1,,,,,,,,,,,,,,,,,""
7632186573,"Aug 13, 2022, 11:07:07 AM",Morning Run,Run,,4930,14.95,,,false,,HOKA Mach 5,activities/8142756530.fit.gz,,,4930.0,4511.0,14953.1,4.986,3.315,134.6,377.0,91.6,147.8,18.6,0.0,,,92.0,84.0,,,,,946.0,,,,,,,,,,,,,,,,0.0,,1.0,15161.3,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,3.033,974.8,,,,,,,,,,,,,,,,,""
7641853152,"Aug 15, 2022, 11:01:33 AM",Morning Run,Run,,3809,12.88,,,false,,HOKA Mach 5,activities/8153636868.fit.gz,,,3809.0,3619.0,12880.2,4.813,3.559,135.6,268.0,105.4,147.2,8.4,0.0,,,96.0,86.0,,,,,799.0,,,,,,,,,,,,,,,,0.0,,1.0,13054.4,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,3.382,557.0,,,,,,,,,,,,,,,,,""
7647395753,"Aug 16, 2022, 11:04:47 AM",Wu,Run,"",1045,3.21,,,false,,HOKA Mach 5,activities/8159794336.fit.gz,,,1045.0,1026.0,3217.3,4.135,3.136,11.5,59.0,143.8,150.5,3.6,0.0,,,91.0,86.0,,,,,210.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,3229.0,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,3.079,938.8,,,,,,,,,,,,,,,,,""
7647396495,"Aug 16, 2022, 11:37:03 AM",Fartlek,Run,1 min on 1 off on course,1306,4.68,,,false,,HOKA Mach 5,activities/8159795100.fit.gz,,,1306.0,1295.0,4689.0,4.58,3.621,66.2,106.0,127.3,148.4,31.5,0.1,,,92.0,84.0,,,,,298.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,4859.3,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,3.59,2646.2,,,,,,,,,,,,,,,,,""
7647397028,"Aug 16, 2022, 12:11:22 PM",Cooldown ,Run,"",1042,3.22,,,false,,HOKA Mach 5,activities/8159795675.fit.gz,,,1042.0,1042.0,3219.4,3.765,3.09,0.0,56.0,138.8,139.1,1.3,0.0,,,95.0,88.0,,,,,206.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,3220.1,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,3.09,0.0,,,,,,,,,,,,,,,,,""
7658764249,"Aug 18, 2022, 11:51:10 AM",Cooldown,Run,"",1304,3.71,,,false,,HOKA Mach 5,activities/8172421179.fit.gz,,,1304.0,1304.0,3718.7,3.583,2.852,54.9,107.0,106.0,147.8,18.0,0.4,,,90.0,84.0,,,,,280.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,3863.1,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,2.852,453.4,,,,,,,,,,,,,,,,,""
7658764261,"Aug 18, 2022, 11:33:09 AM",Hills,Run,"2x (Easy, medium, medium)",880,2.90,,,false,,HOKA Mach 5,activities/8172421197.fit.gz,,,880.0,880.0,2900.4,5.153,3.296,89.4,97.0,110.3,128.3,13.8,0.6,,,98.0,85.0,,,,,200.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,3169.3,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,3.296,0.0,,,,,,,,,,,,,,,,,""
7658764272,"Aug 18, 2022, 11:02:43 AM",Warmup,Run,"",1520,4.33,,,false,,HOKA Mach 5,activities/8172421181.fit.gz,,,1520.0,1329.0,4335.5,5.92,3.262,38.8,120.0,106.0,147.8,22.1,-0.8,,,99.0,87.0,,,,,274.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,4359.5,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,2.852,412.0,,,,,,,,,,,,,,,,,""
7658764519,"Aug 17, 2022, 11:04:31 AM",Recovery,Run,"",2602,7.95,,,false,,HOKA Mach 5,activities/8172421074.fit.gz,,,2602.0,2531.0,7957.1,4.533,3.144,69.4,169.0,127.2,154.4,8.7,0.0,,,96.0,86.0,,,,,517.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,8045.6,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,3.058,682.4,,,,,,,,,,,,,,,,,""
7671190100,"Aug 20, 2022, 11:29:29 AM",Morning Run,Run,Joints are pretty much dead so just jogging around for a bit,3508,9.05,,,false,,HOKA Mach 5,activities/8186378884.fit.gz,,,3508.0,3366.0,9055.5,3.639,2.69,38.3,251.0,77.8,90.6,10.4,0.0,,,106.0,90.0,,,,,647.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,9110.9,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,2.581,2311.2,,,,,,,,,,,,,,,,,""
7707781240,"Aug 22, 2022, 11:07:33 AM",Morning Elliptical,Elliptical,,1957,0,,,false,,,activities/8227770762.fit.gz,,,1957.0,1957.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,79.0,61.0,,,,,230.0,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
7707784824,"Aug 26, 2022, 11:19:53 AM",Morning Run,Run,,787,1.76,,,false,,HOKA Mach 5,activities/8227774675.fit.gz,,,787.0,256.0,1764.1,10.262,6.891,7.9,23.0,138.7,147.0,22.2,-0.4,,,100.0,94.0,,,,,145.0,,,,,,,,,,,,,,,,0.0,,1.0,1818.2,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,2.242,0.0,,,,,,,,,,,,,,,,,""
7708177993,"Aug 27, 2022, 10:57:28 AM",First run back,Run,Legs are recovering from injury well but still some pain,2654,8.05,,,false,,HOKA Mach 5,activities/8228216567.fit.gz,,,2654.0,2569.0,8052.4,4.62,3.134,75.3,192.0,29.6,65.3,24.3,0.1,,,97.0,88.0,,,,,542.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,8176.8,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,3.034,342.6,,,,,,,,,,,,,,,,,""
7721892236,"Aug 29, 2022, 7:21:45 PM",First day of school,Run,Heat has me praying for A.M. practices.,2094,6.44,,,false,,Saucony Endorphin Speed,activities/8243781622.fit.gz,,,2094.0,1940.0,6446.2,4.52,3.323,60.5,110.0,111.8,147.2,6.6,-0.1,,,94.0,87.0,,,,,452.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,6511.1,,,,,,,,,,,,,,,,11084868.0,,,,,,,,,,0.0,3.078,870.6,,,,,,,,,,,,,,,,,""
7733046965,"Aug 31, 2022, 6:53:27 PM",Afternoon Run,Run,,1600,4.74,,,false,,HOKA Mach 5,activities/8256217514.fit.gz,,,1600.0,1478.0,4745.0,7.025,3.21,44.5,75.0,115.2,147.2,6.4,0.0,,,92.0,86.0,,,,,331.0,,,,,,,,,,,,,,,,0.0,,1.0,4809.0,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,2.966,571.2,,,,,,,,,,,,,,,,,""
7738922588,"Sep 1, 2022, 6:57:12 PM",Afternoon Run,Run,,3659,9.59,,,false,,HOKA Mach 5,activities/8262808359.fit.gz,,,3659.0,3241.0,9593.6,4.006,2.96,117.8,316.0,106.0,147.4,11.5,0.0,,,99.0,86.0,,,,,698.0,,,,,,,,,,,,,,,,0.0,,1.0,9824.0,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,2.622,909.9,,,,,,,,,,,,,,,,,""
7749033682,"Sep 2, 2022, 7:03:30 PM",Afternoon Run,Run,,1617,4.83,,,false,,HOKA Mach 5,activities/8274308713.fit.gz,,,1617.0,1399.0,4831.8,4.387,3.454,27.5,95.0,134.3,150.5,6.3,0.0,,,92.0,87.0,,,,,309.0,,,,,,,,,,,,,,,,0.0,,1.0,4864.5,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,2.988,740.4,,,,,,,,,,,,,,,,,""
7749035699,"Sep 3, 2022, 10:49:44 AM",Early morning long run,Run,[strava://athletes/24269002/12]Isaiah Shiau got me lost so I ran a lot longer than I hoped. Went to go cheer on team at Seahawk Invite afterwards,5212,15.86,,,false,,HOKA Mach 5,activities/8274310969.fit.gz,,,5212.0,4797.0,15867.0,5.754,3.308,153.4,494.0,34.2,61.9,12.5,0.0,,,94.0,87.0,,,,,1010.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,16080.5,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,3.044,15747.3,,,,,,,,,,,,,,,,,""
7758233488,"Sep 5, 2022, 12:45:27 PM",Hereford course x2 + 4 hills,Run,What deranged lunatic made this course and decided it would be a good idea to run here for states,3300,10.46,,,false,,HOKA Mach 5,,,,3300.0,3300.0,10460.8,,3.17,,,,,,0.0,,,,,,,,,787.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,3.17,0.0,,,,,,,,,,,,,,,,,""
7766111667,"Sep 6, 2022, 6:53:04 PM",Afternoon Run,Run,,2982,7.45,,,false,,HOKA Mach 5,activities/8293645728.fit.gz,,,2982.0,2481.0,7457.3,4.58,3.006,69.6,193.0,127.2,154.4,29.2,0.0,,,99.0,87.0,,,,,511.0,,,,,,,,,,,,,,,,0.0,,1.0,7572.4,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,2.501,612.2,,,,,,,,,,,,,,,,,""
7772868454,"Sep 7, 2022, 7:00:56 PM",Afternoon Run,Run,,1491,3.31,,,false,,HOKA Mach 5,activities/8301260117.fit.gz,,,1491.0,964.0,3314.4,5.348,3.438,18.3,98.0,139.0,150.5,48.9,0.2,,,104.0,90.0,,,,,207.0,,,,,,,,,,,,,,,,0.0,,1.0,3347.0,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,2.223,523.3,,,,,,,,,,,,,,,,,""
7776770407,"Sep 8, 2022, 7:03:00 PM",Afternoon Run,Run,,1079,3.13,,,false,,HOKA Mach 5,activities/8305646256.fit.gz,,,1079.0,962.0,3133.8,4.165,3.258,13.3,97.0,143.8,152.6,5.9,0.0,,,93.0,89.0,,,,,204.0,,,,,,,,,,,,,,,,0.0,,1.0,3149.8,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,2.904,887.8,,,,,,,,,,,,,,,,,""
7776770900,"Sep 8, 2022, 7:41:11 PM",Afternoon Run,Run,,1509,2.45,,,false,,HOKA Mach 5,activities/8305646785.fit.gz,,,1509.0,598.0,2451.5,4.774,4.099,0.0,36.0,138.8,139.1,1.1,0.0,,,99.0,91.0,,,,,134.0,,,,,,,,,,,,,,,,0.0,,1.0,2452.5,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,1.625,0.0,,,,,,,,,,,,,,,,,""
7776829772,"Sep 8, 2022, 8:25:09 PM",Afternoon Run,Run,,478,1.48,,,false,,HOKA Mach 5,activities/8305715168.fit.gz,,,478.0,470.0,1482.3,3.65,3.154,0.0,20.0,137.9,139.2,1.0,0.1,,,90.0,87.0,,,,,98.0,,,,,,,,,,,,,,,,0.0,,1.0,1484.6,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,3.101,1358.0,,,,,,,,,,,,,,,,,""
7781656771,"Sep 9, 2022, 7:07:07 PM",Afternoon Run,Run,,1786,4.46,,,false,,HOKA Mach 5,activities/8311196498.fit.gz,,,1786.0,1499.0,4464.7,4.022,2.978,62.9,117.0,127.8,148.0,28.2,0.0,,,94.0,86.0,,,,,318.0,,,,,,,,,,,,,,,,0.0,,1.0,4642.0,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,2.5,3440.4,,,,,,,,,,,,,,,,,""
7784392094,"Sep 10, 2022, 10:47:17 AM",Hour run,Run,Not running eagle invite so just went for a longish run. Watch died after mile 1.,3600,12.07,,,false,,Saucony Endorphin Speed,,,,3600.0,3600.0,12070.1,,3.353,,,,,,0.0,,,,,,,,,908.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,11084868.0,,,,,,,,,,0.0,3.353,0.0,,,,,,,,,,,,,,,,,""
7798045180,"Sep 12, 2022, 7:01:58 PM",Afternoon Run,Run,,2983,8.51,,,false,,HOKA Mach 5,activities/8329784231.fit.gz,,,2983.0,2533.0,8518.9,4.55,3.363,91.5,251.0,110.4,147.2,9.7,-0.1,,,93.0,86.0,,,,,582.0,,,,,,,,,,,,,,,,0.0,,1.0,8629.0,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,2.856,869.7,,,,,,,,,,,,,,,,,""
7803558343,"Sep 13, 2022, 7:00:24 PM",Afternoon Run,Run,,2700,5.10,,,false,,HOKA Mach 5,activities/8335924633.fit.gz,,,2700.0,1485.0,5101.8,6.567,3.436,27.5,144.0,134.4,150.5,6.9,-0.1,,,100.0,87.0,,,,,319.0,,,,,,,,,,,,,,,,0.0,,1.0,5129.7,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,1.89,1021.4,,,,,,,,,,,,,,,,,""
7809465703,"Sep 14, 2022, 7:51:15 PM",Afternoon Run,Run,,1283,2.69,,,false,,HOKA Mach 5,activities/8342548321.fit.gz,,,1283.0,856.0,2696.5,4.064,3.15,17.7,40.0,128.0,138.4,5.9,0.0,,,92.0,86.0,,,,,190.0,,,,,,,,,,,,,,,,0.0,,1.0,2717.6,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,2.102,0.0,,,,,,,,,,,,,,,,,""
7809465762,"Sep 14, 2022, 9:09:06 PM",Afternoon Run,Run,,1040,1.97,,,false,,HOKA Mach 5,activities/8342548419.fit.gz,,,1040.0,728.0,1971.3,4.428,2.708,15.2,71.0,125.2,138.5,7.1,-0.1,,,89.0,85.0,,,,,145.0,,,,,,,,,,,,,,,,0.0,,1.0,2000.6,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,1.895,0.0,,,,,,,,,,,,,,,,,""
7810057057,"Sep 14, 2022, 5:17:40 AM",Tempo at wild lake tri-meet,Run,First high-effort run in a very long time so kept it at tempo for the first 2.5 and race pace for the last .5. I came 20 something overall.,71940,4.82,,,false,,HOKA Mach 5,,,,71940.0,71940.0,4828.0,,0.067,,,,,,0.0,,,,,,,,,363.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,0.067,0.0,,,,,,,,,,,,,,,,,""
7814797986,"Sep 15, 2022, 6:56:17 PM",Post-race recovery ,Run,Chilling with Neeraj and justin,2534,7.98,,,false,,Saucony Endorphin Speed,#error#,,,2534.0,2401.0,7984.2,5.996,3.325,69.5,69.5,127.2,154.4,12.9,0.0,,,,,,,,,608.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,8082.3,,,,,,,,,,,,,,,,11084868.0,,,,,,,,,,0.0,3.151,694.8,,,,,,,,,,,,,,,,,""
7818943703,"Sep 16, 2022, 7:03:23 PM",Afternoon Run,Run,Washington Post stopped by to take pictures of the 2022 cross-country champs,3109,9.65,,,false,,HOKA Mach 5,activities/8353170682.fit.gz,,,3109.0,2844.0,9658.0,4.787,3.396,75.3,242.0,127.2,154.4,9.9,0.0,,,97.0,88.0,,,,,604.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,9765.5,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,3.106,742.8,,,,,,,,,,,,,,,,,""
7837502084,"Sep 17, 2022, 11:47:20 AM",Long run,Run,Endurance is still awful but improving,4845,16.09,,,false,,HOKA Mach 5,activities/8374181225.fit.gz,,,4845.0,4827.0,16094.9,4.701,3.334,86.4,413.0,14.4,42.3,6.6,0.0,,,96.0,87.0,,,,,1044.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,16212.8,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,3.322,8840.5,,,,,,,,,,,,,,,,,""
7837502103,"Sep 19, 2022, 6:57:39 PM",Afternoon Run,Run,Forgot to unpause watch,3119,7.47,,,false,,HOKA Mach 5,activities/8374181193.fit.gz,,,3119.0,2358.0,7477.4,4.238,3.171,94.8,210.0,105.4,147.2,8.0,0.0,,,95.0,85.0,,,,,518.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,7662.8,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,2.397,537.9,,,,,,,,,,,,,,,,,""
7838028249,"Sep 20, 2022, 12:37:02 PM",Leftover milage,Run,"",675,2.41,,,false,,HOKA Mach 5,,,,675.0,675.0,2414.0,,3.576,,,,,,0.0,,,,,,,,,182.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,3.576,0.0,,,,,,,,,,,,,,,,,""
7840689308,"Sep 20, 2022, 6:53:44 PM",Wu,Run,"",1094,3.19,,,false,,HOKA Mach 5,activities/8377732069.fit.gz,,,1094.0,986.0,3192.1,4.216,3.237,13.5,58.0,143.8,152.8,6.1,0.0,,,114.0,89.0,,,,,210.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,3210.1,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,2.918,976.6,,,,,,,,,,,,,,,,,""
7840689414,"Sep 20, 2022, 7:21:14 PM",Michigan,Run,Not as hard as I thought it was going to be,2181,5.12,,,false,,HOKA Mach 5,activities/8377732238.fit.gz,,,2181.0,1255.0,5125.4,6.282,4.084,18.4,57.0,134.8,144.3,7.2,-0.1,,,114.0,88.0,,,,,292.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,5137.3,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,2.35,152.4,,,,,,,,,,,,,,,,,""
7840689458,"Sep 20, 2022, 8:05:32 PM",Cooldown,Run,"",1177,3.22,,,false,,HOKA Mach 5,activities/8377732260.fit.gz,,,1177.0,1041.0,3223.2,4.048,3.096,0.0,32.0,138.8,139.1,1.2,0.0,,,93.0,88.0,,,,,215.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,3224.3,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,2.739,0.0,,,,,,,,,,,,,,,,,""
7851385273,"Sep 22, 2022, 7:03:17 PM",Warmup,Run,"",936,3.22,,,false,,HOKA Mach 5,activities/8389701191.fit.gz,,,936.0,927.0,3226.9,6.404,3.481,16.4,58.0,138.8,150.5,8.3,-0.2,,,93.0,88.0,,,,,204.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,3237.1,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,3.448,385.7,,,,,,,,,,,,,,,,,""
7851385287,"Sep 21, 2022, 7:01:41 PM",Recovery,Run,"",2042,6.44,,,false,,HOKA Mach 5,activities/8389701185.fit.gz,,,2042.0,2011.0,6442.6,7.294,3.204,33.6,118.0,134.3,150.5,11.0,0.0,,,106.0,87.0,,,,,429.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,6494.2,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,3.155,602.0,,,,,,,,,,,,,,,,,""
7851385335,"Sep 22, 2022, 7:32:11 PM",Miles,Run,"",1580,4.83,,,false,,HOKA Mach 5,activities/8389701259.fit.gz,,,1580.0,1333.0,4834.6,4.636,3.627,0.0,47.0,137.3,139.2,2.6,0.0,,,95.0,88.0,,,,,289.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,4840.1,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,3.06,0.0,,,,,,,,,,,,,,,,,""
7851385345,"Sep 22, 2022, 8:09:49 PM",Cooldown,Run,"",937,2.76,,,false,,HOKA Mach 5,activities/8389701253.fit.gz,,,937.0,934.0,2762.2,3.798,2.957,28.7,17.0,139.7,143.9,5.5,0.0,,,91.0,88.0,,,,,191.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,2796.0,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,2.948,2764.7,,,,,,,,,,,,,,,,,""
7856483359,"Sep 23, 2022, 7:03:16 PM",Pre-race,Run,Heading to VA for race tmr.,1566,4.79,,,false,,HOKA Mach 5,activities/8395438322.fit.gz,,,1566.0,1555.0,4792.0,3.857,3.082,27.7,98.0,134.4,150.5,6.2,0.0,,,92.0,88.0,,,,,321.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,4824.6,,,,,,,,,,,,,,,,11084851.0,,,,,,,,,,0.0,3.06,704.3,,,,,,,,,,,,,,,,,""
